table_0,table_0,table_0,table_0,table_1,table_1,table_1,table_1,table_2,table_2,table_2,table_2,table_3,table_3,table_3,table_3,table_4,table_4,table_4,table_4
0.92,3,-66.68,5,74.32,6,13.46,5,11.0,3,-9.2,3,-393.74,8,42.72,5,1.73,4,104.45,6
-0.16,2,78.6,11,81.17,3,11.39,3,11.02,3,-8.02,4,-385.05,7,43.64,6,4.86,7,103.62,6
1.2,3,-66.23,6,76.52,9,-5.29,7,10.78,3,6.82,9,-394.27,8,45.0,7,7.61,10,105.22,7
2.67,5,78.71,11,76.03,8,7.39,9,200.27,2,-8.4,4,-383.93,8,46.47,8,0.79,3,103.07,5
3.72,6,-66.66,5,82.6,5,6.26,8,74.24,6,-9.87,2,-389.93,2,47.52,10,11.08,3,106.16,8
5.07,7,79.0,11,84.0,6,6.57,9,50.91,3,0.23,2,-393.95,8,48.87,11,9.58,2,103.7,6
6.27,8,-66.8,5,86.44,8,0.32,2,38.71,11,-8.97,3,-383.7,8,50.07,2,0.34,2,105.1,7
7.34,9,78.88,11,86.91,9,1.87,4,32.13,4,-6.35,6,-387.79,4,51.14,3,0.12,2,103.03,5
8.08,10,-67.13,5,78.54,11,-1.97,10,27.51,10,9.93,2,-377.85,4,51.88,4,4.57,7,106.22,8
9.53,2,79.59,2,74.7,7,-10.68,11,24.72,7,1.69,4,-385.79,6,53.33,5,12.75,5,103.81,6
10.56,3,-67.56,4,77.2,9,10.7,3,21.9,4,9.74,2,-391.88,10,54.36,6,10.05,2,104.69,7
11.64,4,79.64,2,75.16,7,-10.77,11,20.16,2,8.96,11,-399.57,2,55.44,7,2.13,4,103.23,5
12.42,4,-67.87,4,83.05,5,11.05,3,18.2,10,9.2,11,-393.01,9,56.21,8,3.62,6,106.06,8
13.28,5,79.73,2,79.99,2,-10.53,11,16.53,9,-10.45,2,-390.5,11,57.08,9,8.77,11,103.52,6
12.05,4,-67.95,4,84.77,7,8.82,11,15.62,8,-6.49,6,-398.8,3,57.85,10,1.62,4,105.27,7
11.66,4,80.56,3,77.44,9,-11.03,11,15.01,7,-0.62,11,-400.58,11,59.46,11,3.01,5,103.01,5
10.31,2,-68.91,3,79.08,11,12.52,5,13.83,6,5.93,8,-390.42,2,60.1,2,-0.59,11,106.27,8
9.18,11,80.79,3,83.79,6,-9.22,3,13.45,5,9.25,11,-398.37,4,60.98,3,8.79,11,103.89,6
8.2,10,-68.77,3,78.8,11,-0.19,2,12.99,5,7.86,10,-405.0,7,62.0,4,3.03,5,104.39,6
7.3,9,80.86,3,83.1,5,-13.54,8,12.61,5,-6.09,6,-408.59,3,63.1,5,8.16,10,103.48,5
6.09,8,-69.07,3,80.28,2,1.29,3,11.92,4,10.05,2,-410.35,2,63.89,6,0.65,3,105.4,7
4.57,7,80.55,3,85.3,7,6.28,8,11.03,3,-5.12,7,-419.31,3,64.37,6,6.13,8,103.1,5
2.97,5,-69.15,3,77.72,10,-7.8,4,199.56,2,9.55,2,-409.36,3,64.77,7,7.99,10,106.09,8
2.0,4,81.18,3,76.98,9,0.35,2,73.75,6,4.22,6,-416.85,5,65.8,8,10.05,2,103.81,6
1.22,3,-68.97,3,82.37,4,-8.72,3,51.28,3,4.0,6,-424.83,7,67.02,9,5.36,7,104.8,7
0.21,2,80.96,3,86.24,8,-2.21,10,39.15,11,-0.7,11,-418.21,4,68.01,10,11.99,4,103.21,5
-0.39,2,-68.56,3,86.81,9,-11.69,10,32.49,4,6.28,8,-413.68,8,69.41,11,9.67,2,106.06,8
0.83,3,80.78,3,77.71,10,10.87,3,27.76,10,7.38,9,-406.48,6,70.63,3,4.36,6,103.38,5
1.89,4,-68.72,3,74.48,6,-5.31,7,24.82,7,0.29,2,-396.78,5,71.69,4,3.1,5,105.63,8
3.4,5,81.23,3,80.86,3,9.67,2,21.54,4,1.44,3,-404.98,7,73.2,5,7.85,10,103.13,5
3.65,6,-69.98,2,76.8,9,6.39,8,19.21,11,-7.08,5,-407.22,5,73.45,5,4.75,7,106.15,8
4.84,7,82.17,4,75.61,8,13.79,6,17.14,9,10.69,3,-396.47,6,74.64,7,10.33,2,104.06,6
5.77,8,-70.25,2,82.7,5,0.63,3,15.3,7,6.84,9,-402.37,10,75.57,8,11.88,4,104.23,6
7.11,9,82.58,5,82.04,4,-7.8,4,14.27,6,-6.78,5,-405.42,7,76.9,9,3.56,6,103.83,6
8.99,11,-69.69,2,85.4,7,-3.94,8,13.4,5,-9.75,2,-403.65,8,78.79,11,2.48,4,104.73,7
9.96,2,81.66,4,84.41,6,-9.0,3,12.6,5,9.89,2,-413.73,8,79.76,2,5.95,8,103.24,5
10.6,3,-70.02,2,79.36,11,11.86,4,11.0,3,-8.5,3,-405.71,6,80.4,2,10.41,2,105.8,8
11.72,4,82.14,4,81.51,4,-12.89,9,10.42,2,9.55,2,-401.68,10,81.52,4,8.19,10,103.25,5
12.67,5,-70.19,2,77.0,9,4.4,6,10.29,2,3.54,6,-397.48,5,82.47,4,4.92,7,105.8,8
13.55,6,82.07,4,77.24,9,1.67,4,200.0,2,3.06,5,-408.11,4,83.35,5,3.8,6,103.17,5
12.37,4,-70.25,2,83.2,5,-10.93,11,74.31,6,8.6,11,-405.92,6,84.17,6,1.7,4,105.82,8
11.29,3,82.17,4,86.72,9,-9.34,3,51.39,3,-1.93,10,-399.31,3,85.09,7,2.87,5,103.43,5
9.9,2,-70.56,11,88.48,10,-9.38,3,39.59,2,-5.97,6,-395.91,6,85.69,8,5.34,7,105.53,8
8.48,10,82.15,4,79.8,2,-12.69,9,32.24,4,-4.14,8,-396.06,6,86.28,8,4.31,6,103.18,5
7.78,10,-69.85,2,82.3,4,-13.07,9,28.06,10,-8.22,4,-398.39,4,87.58,10,3.49,5,105.92,8
6.91,9,81.98,4,76.71,9,1.14,3,24.6,7,-0.96,11,-403.43,9,88.71,11,9.22,11,103.55,6
6.2,8,-69.69,2,81.54,4,3.5,6,21.45,3,-4.01,8,-412.64,9,90.0,2,10.49,2,105.34,7
5.13,7,81.61,4,85.67,8,-6.96,5,19.36,11,2.6,5,-403.65,8,90.93,3,5.88,8,103.03,5
4.44,6,-69.3,3,81.93,4,-12.97,9,17.66,10,-5.31,7,-413.95,8,92.24,4,2.52,5,106.13,8
3.7,6,81.57,4,77.38,9,-4.16,8,16.29,8,-9.71,2,-406.92,5,93.5,6,8.44,10,103.8,6
2.77,5,-69.5,3,80.17,2,2.88,5,15.65,8,-1.82,10,-396.55,5,94.57,7,5.11,7,104.83,7
1.59,4,81.31,3,84.38,6,11.08,3,14.27,6,-8.0,4,-403.53,8,95.39,7,5.69,8,103.07,5
0.75,3,-69.15,3,77.34,9,-12.75,9,13.33,5,-7.03,5,-413.16,9,96.55,9,4.27,6,106.18,8
-0.0,2,81.39,3,80.56,3,8.56,11,12.83,5,-9.4,3,-403.57,8,97.8,10,7.4,9,103.73,6
0.72,3,-69.67,2,85.03,7,1.26,3,12.71,5,8.03,10,-413.34,9,98.51,11,11.53,4,104.92,7
1.86,4,81.82,4,78.82,11,12.61,5,11.43,3,1.99,4,-402.21,10,99.66,2,7.24,9,103.38,5
2.62,5,-70.06,2,78.33,10,-7.72,4,10.61,3,8.56,11,-403.24,9,100.42,2,4.6,7,105.55,8
3.7,6,82.14,4,77.25,9,-0.78,11,10.17,2,2.31,4,-413.08,9,101.5,4,7.15,9,102.92,5
5.52,8,-69.33,3,80.14,2,-8.08,4,199.58,2,-4.45,8,-402.3,10,103.32,5,10.36,2,106.52,9
6.44,8,81.25,3,85.24,7,5.33,7,72.94,5,-5.31,7,-403.48,9,104.24,6,4.87,7,104.54,7
6.92,9,-69.77,2,77.75,10,-10.03,2,51.56,4,7.37,9,-413.03,9,104.72,7,2.13,4,103.51,6
8.39,10,82.24,4,76.38,8,-6.39,6,39.98,2,-2.97,9,-403.82,8,106.19,8,6.78,9,105.17,7
9.76,2,-69.87,2,81.54,4,-12.6,9,32.38,4,0.97,3,-414.06,8,107.56,10,1.61,4,102.94,5
10.89,3,82.0,4,84.5,6,-1.12,11,27.33,9,4.24,6,-408.91,3,108.69,11,9.21,11,106.19,8
11.44,3,-70.45,2,81.46,3,0.12,2,24.38,6,-2.49,10,-413.85,8,109.23,11,7.25,9,103.8,6
12.24,4,82.26,4,82.14,4,6.7,9,21.11,3,-1.92,10,-406.71,5,110.04,2,2.68,5,104.68,7
12.81,5,-70.69,11,79.72,2,-1.0,11,19.14,11,8.88,11,-397.21,5,110.61,3,3.27,5,103.23,5
13.72,6,82.6,5,82.12,4,2.74,5,17.69,10,-4.87,7,-406.97,5,111.52,4,3.85,6,105.87,8
12.53,5,-70.8,11,75.89,8,5.7,8,16.34,8,-10.9,11,-397.97,4,112.33,4,7.68,10,103.2,5
11.27,3,82.55,5,80.0,2,-12.8,9,15.3,7,8.82,11,-406.54,5,113.07,5,10.58,3,105.89,8
10.3,2,-70.52,11,82.32,4,-3.76,8,14.36,6,9.56,2,-397.03,5,114.1,6,10.04,2,103.39,5
8.74,11,81.96,4,76.0,8,1.33,3,13.55,6,-10.0,2,-406.65,5,114.54,7,2.07,4,105.49,7
7.68,10,-70.03,2,80.97,3,12.37,4,12.64,5,4.03,6,-396.83,5,115.48,7,3.89,6,103.06,5
6.64,9,81.99,4,83.32,5,-8.0,4,12.16,4,-9.85,2,-405.15,7,116.44,8,5.93,8,106.16,8
5.44,7,-70.19,2,78.23,10,1.09,3,11.57,4,4.23,6,-406.57,5,117.24,9,4.67,7,103.73,6
4.43,6,82.18,4,83.83,6,-10.1,2,10.52,3,-10.04,2,-397.37,5,118.23,10,9.99,2,104.81,7
3.46,5,-70.16,2,83.32,5,-6.86,5,200.4,2,-1.49,11,-407.59,4,119.26,11,7.04,9,103.14,5
2.28,4,81.97,4,85.87,8,-12.23,10,73.62,6,-9.57,2,-400.26,2,120.08,2,8.7,11,106.03,8
1.01,3,-70.24,2,88.08,10,-3.53,8,50.58,3,-9.47,3,-390.43,2,120.81,3,8.56,11,103.63,6
-0.13,2,82.1,4,80.03,2,-1.82,10,38.8,11,-3.79,8,-397.57,4,121.67,4,7.76,10,105.19,7
0.91,3,-70.06,2,80.74,3,12.91,5,32.28,4,-1.18,11,-407.2,5,122.71,5,4.06,6,103.05,5
2.06,4,82.21,4,75.2,7,10.09,2,26.76,9,-9.58,2,-398.14,4,123.86,6,12.26,4,106.1,8
3.39,5,-69.88,2,73.53,6,-2.22,10,23.59,6,-4.04,8,-405.62,6,125.19,7,8.55,11,103.69,6
4.54,7,82.03,4,75.96,8,12.45,4,20.34,2,-4.17,8,-401.84,10,126.34,8,1.25,3,105.02,7
5.36,7,-70.21,2,73.15,5,11.58,4,17.94,10,-4.45,8,-399.13,3,127.16,9,0.7,3,103.03,5
6.34,8,82.19,4,79.14,11,0.69,3,15.46,7,-0.62,11,-397.8,4,128.14,10,0.97,3,106.16,8
7.5,10,-70.03,2,75.56,8,6.02,8,13.87,6,6.95,9,-407.24,5,129.3,11,5.27,7,103.75,6
8.45,10,81.98,4,74.7,7,-4.62,7,12.69,5,9.14,11,-398.48,4,130.25,2,-0.09,2,104.77,7
9.35,11,-70.08,2,77.75,10,-2.11,10,11.54,4,-9.74,2,-403.95,8,131.15,3,8.83,11,103.09,5
10.23,2,81.96,4,75.66,8,9.62,2,10.96,3,-7.53,4,-413.61,8,132.03,4,9.81,2,106.1,8
10.99,3,-70.21,2,81.19,3,11.12,3,199.95,2,-8.48,4,-405.11,7,132.79,5,4.59,7,103.63,6
11.6,4,81.83,4,81.49,3,12.52,5,73.91,6,-6.21,6,-407.36,5,133.4,5,4.36,6,104.96,7
12.62,5,-69.81,2,78.04,10,8.24,10,50.73,3,2.37,4,-399.31,3,134.41,6,0.02,2,102.96,5
13.43,5,81.63,4,77.58,10,-0.22,2,39.91,2,-2.9,9,-396.92,5,135.23,7,0.69,3,106.14,8
12.01,4,-70.04,2,80.53,3,10.13,2,33.62,6,-8.48,4,-406.8,5,135.81,8,2.3,4,103.53,6
10.65,3,81.69,4,84.13,6,1.17,3,27.39,9,6.15,8,-397.2,5,136.45,8,8.4,10,105.2,7
9.16,11,-70.18,2,77.1,9,11.8,4,24.4,6,2.51,5,-407.63,4,136.96,9,6.18,8,102.87,5
7.51,10,81.53,4,82.04,4,-6.88,5,22.76,5,4.31,6,-400.16,2,137.31,9,8.92,11,106.53,9
6.28,8,-69.77,2,85.91,8,4.76,7,19.88,2,-9.57,2,-391.04,11,138.08,10,10.61,3,104.42,6
4.88,7,81.37,3,84.82,7,-3.76,8,17.74,10,-3.28,9,-400.85,11,138.68,11,7.34,9,103.67,6
4.17,6,-69.08,3,78.22,10,-8.74,3,15.8,8,-3.91,8,-390.93,11,139.97,2,0.48,2,105.08,7
3.1,5,81.01,3,78.89,11,12.16,4,15.3,7,-4.34,8,-401.1,11,140.9,3,2.87,5,102.95,5
2.19,4,-68.91,3,81.28,3,-12.0,10,13.86,6,-7.02,5,-392.13,10,141.99,4,7.15,9,106.4,8
1.41,3,81.14,3,79.2,11,2.9,5,13.39,5,4.69,7,-397.12,5,143.21,5,10.37,2,104.29,6
0.18,2,-69.36,3,77.68,10,-3.6,8,12.21,4,8.01,10,-406.66,5,143.98,6,0.62,3,103.85,6
-0.57,11,81.61,4,75.42,7,-13.25,9,11.5,4,-10.56,11,-397.39,5,145.23,7,11.41,3,104.54,7
0.69,3,-69.35,3,81.59,4,12.75,5,199.48,11,9.02,11,-407.24,5,146.49,8,8.44,10,103.51,6
1.71,4,81.36,3,80.83,3,4.32,6,73.23,5,2.6,5,-398.16,4,147.51,10,4.03,6,105.31,7
2.36,4,-69.71,2,80.17,2,-0.96,11,50.67,3,-8.98,3,-405.16,7,148.16,10,6.42,8,103.07,5
3.45,5,81.8,4,75.85,8,-11.26,11,38.53,11,-10.75,11,-406.95,5,149.25,11,2.15,4,105.98,8
4.38,6,-69.87,2,72.66,5,5.71,8,31.87,4,9.25,11,-397.48,5,150.18,2,1.89,4,103.42,5
5.59,8,82.07,4,78.67,11,-7.74,4,26.98,9,7.68,10,-407.22,5,151.39,3,9.34,11,105.55,8
6.13,8,-70.53,11,77.07,9,-3.97,8,24.67,7,-5.6,6,-398.49,4,151.93,4,0.23,2,102.98,5
6.85,9,82.25,4,78.1,10,-8.47,4,22.26,4,8.98,11,-402.87,9,152.65,5,7.53,10,106.34,8
7.99,10,-70.11,2,83.93,6,11.79,4,19.68,2,-9.07,3,-409.82,2,153.79,6,12.23,4,104.05,6
8.67,11,81.79,4,84.51,7,-11.13,11,18.84,11,-9.05,3,-419.01,3,154.47,6,11.46,3,104.39,6
9.87,2,-69.59,2,85.54,8,4.27,6,16.76,9,7.77,10,-410.81,11,155.67,8,5.34,7,103.47,5
10.77,3,81.49,3,84.79,7,-8.09,4,15.2,7,9.79,2,-416.75,5,156.57,9,9.84,2,105.56,8
12.19,4,-69.08,3,79.6,2,-10.5,11,13.92,6,10.48,2,-424.78,7,157.98,10,2.69,5,103.26,5
12.56,5,80.46,2,80.07,2,-10.11,2,12.63,5,9.03,11,-418.43,4,158.36,10,7.96,10,105.84,8
14.05,6,-67.97,4,75.98,8,-10.86,11,10.66,3,0.28,2,-412.29,10,159.85,2,11.81,4,103.45,5
13.53,6,80.46,2,73.15,5,-12.1,10,10.37,2,-9.04,3,-405.3,7,161.33,3,2.8,5,105.5,7
12.63,5,-68.35,4,78.77,11,-10.35,2,10.34,2,-8.4,4,-405.88,6,162.43,4,7.17,9,102.88,5
11.93,4,80.65,3,75.78,8,-2.74,9,199.76,2,9.63,2,-399.62,2,163.73,6,11.5,3,106.52,9
11.08,3,-68.5,4,76.75,9,-11.63,10,73.68,6,0.77,3,-393.67,8,164.88,7,11.26,3,104.42,6
9.53,2,79.95,2,80.62,3,13.13,5,51.05,3,6.5,9,-384.77,7,165.33,7,4.08,6,103.77,6
8.82,11,-67.67,4,85.01,7,-6.05,6,40.61,3,-7.73,4,-395.05,7,166.62,9,3.47,5,104.73,7
7.83,10,79.68,2,78.02,10,-3.73,8,32.6,5,-6.26,6,-388.13,4,167.63,10,10.02,2,103.22,5
7.22,9,-67.29,5,77.7,10,1.13,3,28.65,11,-10.01,2,-378.89,3,169.02,11,11.65,4,105.75,8
6.04,8,79.11,11,81.34,3,12.47,4,25.17,7,-0.67,11,-388.31,4,169.84,2,6.69,9,103.26,5
4.93,7,-67.21,5,84.3,6,-7.05,5,22.08,4,-10.01,2,-379.02,3,170.73,3,-0.18,2,105.77,8
3.54,6,78.82,11,80.7,3,0.86,3,18.71,11,9.42,11,-387.63,4,171.34,3,10.35,2,103.35,5
2.56,5,-66.8,5,82.76,5,-4.93,7,17.02,9,-10.0,2,-378.42,4,172.36,4,4.03,6,105.61,8
1.45,3,78.7,11,77.02,9,-5.6,6,15.36,7,-0.57,11,-388.66,3,173.25,5,5.82,8,103.06,5
0.67,3,-66.48,6,82.66,5,7.87,10,13.38,5,-10.31,2,-381.31,11,174.47,6,10.36,2,106.05,8
-0.43,2,78.39,10,87.17,9,5.23,7,12.21,4,11.33,3,-370.67,11,175.37,7,0.84,3,103.91,6
0.37,2,-66.59,5,87.52,10,9.05,11,12.31,4,-4.98,7,-370.59,11,176.17,8,3.66,6,104.47,6
1.1,3,78.33,10,80.6,3,-6.13,6,11.58,4,-4.68,7,-368.73,3,176.9,9,6.56,9,103.7,6
2.95,5,-65.48,7,78.19,10,12.82,5,10.89,3,7.02,9,-359.45,3,178.75,11,2.42,4,104.96,7
3.75,6,77.27,9,74.35,6,0.66,3,199.79,2,9.41,11,-369.64,2,179.55,2,8.66,11,102.97,5
5.15,7,-64.87,7,79.57,2,-0.98,11,73.01,5,-6.99,5,-359.78,2,180.95,3,7.67,10,106.51,9
6.2,8,76.92,9,75.55,8,-4.1,8,51.08,3,-0.29,2,-369.59,2,182.0,4,2.09,4,104.43,6
6.88,9,-65.24,7,73.03,5,5.64,8,40.56,3,7.75,10,-361.39,11,182.68,5,8.46,10,103.48,5
8.54,11,77.91,10,77.28,9,11.54,4,32.95,5,7.62,10,-360.34,2,184.34,6,11.1,3,105.39,7
9.64,2,-65.81,6,75.14,7,-4.14,8,27.6,10,9.49,11,-368.45,4,185.44,7,12.16,4,103.01,5
10.18,2,77.35,9,82.21,4,6.28,8,24.25,6,7.44,9,-360.91,11,185.98,8,5.23,7,106.18,8
11.18,3,-65.35,7,79.72,2,11.31,3,21.03,3,1.64,4,-364.78,7,186.98,9,4.0,6,103.78,6
12.16,4,77.33,9,82.32,4,-0.11,2,18.37,10,3.03,5,-368.37,4,187.96,10,7.97,10,104.75,7
13.04,5,-65.44,7,76.68,9,7.81,10,15.74,8,10.04,2,-360.94,11,188.84,11,8.8,11,103.29,5
11.93,4,77.33,9,81.28,3,0.69,3,15.27,7,-3.43,9,-364.32,8,189.73,2,4.81,7,105.75,8
10.84,3,-65.41,7,85.41,7,8.96,11,14.0,6,9.55,2,-363.35,9,190.64,3,8.86,11,103.24,5
9.99,2,77.56,10,80.44,2,-4.73,7,13.02,5,-8.14,4,-355.1,7,191.79,4,3.24,5,105.74,8
8.96,11,-65.58,6,76.95,9,12.15,4,12.18,4,2.85,5,-354.93,7,192.76,5,10.96,3,103.07,5
7.94,10,77.56,10,73.92,6,9.26,11,11.73,4,-6.15,6,-355.37,7,193.74,6,-0.04,2,106.19,8
6.63,9,-65.87,6,81.44,3,2.18,4,10.68,3,-8.46,4,-352.59,9,194.43,6,7.48,9,103.66,6
5.13,7,77.37,9,75.52,8,12.74,5,10.42,2,-4.29,8,-359.67,2,194.93,7,9.17,11,104.96,7
4.3,6,-65.2,7,76.72,9,-11.4,11,199.69,2,2.72,5,-369.44,3,196.1,8,11.28,3,103.13,5
2.78,5,76.69,9,78.97,11,-1.14,11,73.33,5,2.89,5,-359.94,2,196.58,9,7.15,9,106.03,8
1.57,4,-64.91,7,84.6,7,-6.87,5,50.72,3,-9.05,3,-369.25,3,197.37,9,-0.36,2,103.68,6
0.7,3,77.04,9,79.68,2,6.47,8,39.32,11,-7.77,4,-360.19,2,198.5,11,7.22,9,104.8,7
-0.32,2,-65.06,7,81.14,3,-3.57,8,31.71,4,9.31,11,-368.75,3,199.48,11,6.97,9,103.25,5
0.95,3,77.33,9,75.69,8,0.88,3,26.28,8,-10.29,2,-360.07,2,200.74,3,10.44,2,105.7,8
1.41,3,-65.86,6,75.31,7,12.76,5,24.0,6,-3.41,9,-369.33,3,166.75,9,7.11,9,103.23,5
2.6,5,78.05,10,79.22,11,-5.38,7,21.77,4,-4.88,7,-359.26,3,139.15,11,9.31,11,105.91,8
3.25,5,-66.39,6,78.91,11,-1.55,10,18.82,11,-7.57,4,-368.72,3,115.61,8,3.42,5,103.34,5
4.32,6,78.46,10,75.84,8,5.19,7,16.28,8,7.99,10,-360.35,2,96.41,8,4.11,6,105.51,8
5.46,7,-66.31,6,75.89,8,8.87,11,15.32,7,-6.96,5,-368.75,3,80.48,2,9.24,11,103.0,5
6.19,8,78.04,10,79.65,2,-7.18,5,13.94,6,8.44,10,-360.19,2,66.8,9,2.55,5,106.11,8
6.73,9,-66.5,5,81.73,4,12.06,4,12.89,5,8.28,10,-369.81,2,55.2,7,3.23,5,103.56,6
7.52,10,78.29,10,76.52,9,-5.52,6,12.04,4,-1.78,10,-361.75,10,45.79,8,10.65,3,105.27,7
8.1,10,-66.7,5,78.24,10,2.98,5,11.49,3,2.34,4,-357.72,4,37.75,10,11.31,3,102.91,5
8.66,11,78.26,10,83.61,6,4.84,7,11.1,3,-8.18,4,-353.67,8,31.01,3,10.26,2,106.38,8
9.8,2,-66.12,6,83.25,5,-12.96,9,200.77,3,-6.62,5,-363.39,9,25.98,8,6.23,8,104.15,6
10.52,3,77.85,10,86.01,8,-8.87,3,73.52,6,-5.99,6,-355.29,7,21.37,3,-0.46,2,103.98,6
11.5,3,-65.87,6,88.2,10,2.74,5,50.33,2,8.78,11,-352.1,10,17.79,10,0.97,3,104.45,6
12.49,4,77.86,10,79.0,11,-12.97,9,39.09,11,-8.4,4,-355.28,7,14.82,7,3.99,6,103.44,5
13.2,5,-66.16,6,80.5,2,-12.89,9,32.58,5,-9.6,2,-352.74,9,12.06,4,4.51,7,105.42,7
12.39,4,78.35,10,77.82,10,2.39,4,27.26,9,0.46,2,-360.78,11,10.24,2,5.32,7,102.96,5
10.93,3,-66.81,5,74.34,6,2.15,4,23.94,6,-4.85,7,-365.51,6,8.07,10,9.23,11,106.32,8
9.78,2,78.66,11,80.62,3,-11.95,10,21.36,3,-9.59,2,-374.09,8,8.92,11,-0.25,2,104.11,6
8.58,11,-66.86,5,75.92,8,-11.46,11,18.85,11,9.11,11,-371.73,10,9.72,2,-0.34,2,104.15,6
7.64,10,78.92,11,74.04,6,-3.52,8,17.0,9,-3.97,8,-379.52,2,10.78,3,2.1,4,104.23,6
6.79,9,-66.77,5,79.57,2,-6.8,5,14.61,7,-8.02,4,-385.16,7,11.93,4,0.25,2,103.97,6
5.76,8,78.74,11,75.05,7,12.92,5,12.76,5,-5.88,6,-394.42,8,12.9,5,2.96,5,104.47,6
5.2,7,-66.31,6,73.15,5,-3.42,9,11.86,4,-8.97,3,-384.68,7,14.34,6,2.73,5,103.54,6
4.26,6,78.36,10,75.34,7,-1.79,10,11.2,3,-8.6,3,-393.74,8,15.4,7,2.09,4,105.43,7
3.41,5,-66.21,6,73.83,6,12.93,5,10.18,2,9.9,2,-385.03,7,16.55,9,0.25,2,103.05,5
2.32,4,78.12,10,76.62,9,10.14,2,199.86,2,6.32,8,-394.84,7,17.46,9,5.85,8,106.16,8
1.8,4,-65.64,6,73.55,6,-2.12,10,73.78,6,10.28,2,-386.02,6,18.94,11,2.8,5,103.87,6
0.85,3,77.69,10,81.36,3,12.06,4,50.32,2,-1.34,11,-390.04,2,19.99,2,2.09,4,104.57,7
-0.13,2,-65.68,6,75.87,8,11.33,3,38.89,11,5.43,7,-394.66,7,21.01,3,6.02,8,103.43,5
1.1,3,77.92,10,76.52,9,3.47,5,31.87,4,-7.33,5,-385.1,7,22.24,4,10.4,2,105.53,8
1.99,4,-66.04,6,80.08,2,7.1,9,26.65,9,4.81,7,-395.52,6,23.13,5,11.8,4,102.94,5
2.98,5,78.03,10,84.71,7,-12.65,9,22.5,5,0.42,2,-392.04,10,24.13,6,5.0,7,106.4,8
4.17,6,-65.85,6,77.69,10,5.51,8,19.62,2,-9.0,3,-397.62,4,25.31,7,5.3,7,104.31,6
4.72,7,77.41,9,79.72,2,0.87,3,16.94,9,-9.03,3,-406.87,5,25.86,8,10.26,2,103.91,6
5.9,8,-65.23,7,83.16,5,-5.35,7,15.88,8,8.83,11,-397.62,4,27.04,9,0.29,2,104.38,6
7.23,9,77.57,10,76.69,9,-5.73,6,14.82,7,8.77,11,-407.85,4,28.37,10,11.56,4,103.61,6
8.55,11,-65.25,7,82.39,4,4.88,7,13.64,6,-11.31,11,-404.17,8,29.69,2,1.53,4,104.8,7
9.11,11,76.81,9,86.03,8,3.57,6,12.77,5,-9.22,3,-412.99,9,30.25,2,-0.74,11,103.2,5
9.83,2,-65.08,7,85.77,8,-8.85,3,12.02,4,5.15,7,-403.87,8,30.97,3,7.55,10,105.74,8
9.9,2,76.14,8,78.46,10,-12.45,10,11.37,3,6.16,8,-413.29,9,31.04,3,4.44,6,103.33,5
10.94,3,-64.1,8,75.15,7,-12.47,10,11.3,3,-2.65,9,-403.46,9,32.08,4,5.07,7,105.67,8
11.46,3,75.62,8,77.9,10,-0.84,11,11.44,3,3.4,5,-413.31,9,32.6,5,-0.8,11,103.16,5
12.71,5,-63.37,9,77.64,10,-0.67,11,10.81,3,9.84,2,-403.62,8,33.85,6,0.42,2,105.96,8
13.7,6,75.36,7,82.09,4,5.62,8,10.1,2,7.39,9,-413.12,9,34.84,7,11.98,4,103.59,6
12.63,5,-63.43,9,85.24,7,4.57,7,200.34,2,9.91,2,-402.67,9,35.77,8,8.89,11,105.26,7
11.56,4,75.35,7,84.36,6,-4.49,8,73.4,5,1.26,3,-408.28,4,36.7,9,1.88,4,102.92,5
10.84,3,-63.07,9,80.19,2,-9.79,2,52.14,4,9.99,2,-406.94,5,37.98,10,1.48,3,106.38,8
10.11,2,75.34,7,82.18,4,10.01,2,38.93,11,5.8,8,-397.22,5,39.25,11,6.45,8,104.11,6
8.88,11,-63.57,8,76.26,8,-12.62,9,31.72,4,10.17,2,-406.77,5,40.02,2,2.61,5,104.21,6
7.91,10,75.61,8,80.96,3,12.87,5,28.27,10,10.61,3,-396.1,6,41.05,3,12.06,4,104.12,6
6.78,9,-63.74,8,83.97,6,0.06,2,24.14,6,7.42,9,-399.2,3,41.92,4,10.78,3,104.03,6
5.94,8,75.9,8,78.85,11,-1.78,10,20.96,3,-3.81,8,-396.72,5,43.08,5,12.26,4,104.35,6
5.35,7,-63.48,9,83.07,5,-0.51,11,18.57,11,2.29,4,-404.68,7,44.49,6,4.69,7,103.71,6
4.03,6,75.16,7,79.7,2,9.78,2,17.32,9,-9.57,2,-410.77,11,45.17,7,9.46,11,104.83,7
3.2,5,-62.99,9,84.84,7,3.38,5,16.19,8,-5.5,6,-417.63,4,46.34,8,2.28,4,103.2,5
2.07,4,74.86,7,78.01,10,12.96,5,14.83,7,-4.02,8,-419.33,3,47.21,9,8.78,11,105.97,8
0.75,3,-63.18,9,78.69,11,-13.14,9,14.32,6,-7.54,4,-409.74,2,47.89,10,2.47,4,103.43,5
-0.18,2,75.26,7,81.72,4,-2.71,9,13.12,5,-5.11,7,-419.72,2,48.96,11,8.13,10,105.43,7
0.99,3,-63.1,9,79.68,2,3.25,5,12.48,4,-6.49,6,-410.89,11,50.13,2,7.27,9,102.9,5
1.76,4,74.87,7,79.94,2,12.63,5,10.58,3,3.68,6,-417.13,5,50.9,3,3.62,6,106.38,8
