special_table,special_table,special_table,special_table
-398.37,4,7.99,10
-405.0,7,10.05,2
-408.59,3,5.36,7
-410.35,2,11.99,4
-419.31,3,9.67,2
-409.36,3,4.36,6
-416.85,5,3.1,5
-424.83,7,7.85,10
-418.21,4,4.75,7
-413.68,8,10.33,2
-406.48,6,11.88,4
-396.78,5,3.56,6
-404.98,7,2.48,4
-407.22,5,5.95,8
-396.47,6,10.41,2
-402.37,10,8.19,10
-405.42,7,4.92,7
-403.65,8,3.8,6
-413.73,8,1.7,4
-405.71,6,2.87,5
-401.68,10,5.34,7
-397.48,5,4.31,6
-408.11,4,3.49,5
-405.92,6,9.22,11
-399.31,3,10.49,2
-395.91,6,5.88,8
-396.06,6,2.52,5
-398.39,4,8.44,10
-403.43,9,5.11,7
-412.64,9,5.69,8
-403.65,8,4.27,6
-413.95,8,7.4,9
-406.92,5,11.53,4
-396.55,5,7.24,9
-403.53,8,4.6,7
-413.16,9,7.15,9
-403.57,8,10.36,2
-413.34,9,4.87,7
-402.21,10,2.13,4
-403.24,9,6.78,9
-413.08,9,1.61,4
-402.3,10,9.21,11
-403.48,9,7.25,9
-413.03,9,2.68,5
-403.82,8,3.27,5
-414.06,8,3.85,6
-408.91,3,7.68,10
-413.85,8,10.58,3
-406.71,5,10.04,2
-397.21,5,2.07,4
-406.97,5,3.89,6
-397.97,4,5.93,8
-406.54,5,4.67,7
-397.03,5,9.99,2
-406.65,5,7.04,9
-396.83,5,8.7,11
-405.15,7,8.56,11
-406.57,5,7.76,10
-397.37,5,4.06,6
-407.59,4,12.26,4
-400.26,2,8.55,11
-390.43,2,1.25,3
-397.57,4,0.7,3
-407.2,5,0.97,3
-398.14,4,5.27,7
-405.62,6,-0.09,2
-401.84,10,8.83,11
-399.13,3,9.81,2
-397.8,4,4.59,7
-407.24,5,4.36,6
-398.48,4,0.02,2
-403.95,8,0.69,3
-413.61,8,2.3,4
-405.11,7,8.4,10
-407.36,5,6.18,8
-399.31,3,8.92,11
-396.92,5,10.61,3
-406.8,5,7.34,9
-397.2,5,0.48,2
-407.63,4,2.87,5
-400.16,2,7.15,9
-391.04,11,10.37,2
-400.85,11,0.62,3
-390.93,11,11.41,3
-401.1,11,8.44,10
-392.13,10,4.03,6
-397.12,5,6.42,8
-406.66,5,2.15,4
-397.39,5,1.89,4
-407.24,5,9.34,11
-398.16,4,0.23,2
-405.16,7,7.53,10
-406.95,5,12.23,4
-397.48,5,11.46,3
-407.22,5,5.34,7
-398.49,4,9.84,2
-402.87,9,2.69,5
-409.82,2,7.96,10
-419.01,3,11.81,4
-410.81,11,2.8,5
-416.75,5,7.17,9
-424.78,7,11.5,3
-418.43,4,11.26,3
-412.29,10,4.08,6
-405.3,7,3.47,5
-405.88,6,10.02,2
-399.62,2,11.65,4
-393.67,8,6.69,9
-384.77,7,-0.18,2
-395.05,7,10.35,2
-388.13,4,4.03,6
-378.89,3,5.82,8
-388.31,4,10.36,2
-379.02,3,0.84,3
-387.63,4,3.66,6
-378.42,4,6.56,9
-388.66,3,2.42,4
-381.31,11,8.66,11
-370.67,11,7.67,10
-370.59,11,2.09,4
-368.73,3,8.46,10
-359.45,3,11.1,3
-369.64,2,12.16,4
-359.78,2,5.23,7
-369.59,2,4.0,6
-361.39,11,7.97,10
-360.34,2,8.8,11
-368.45,4,4.81,7
-360.91,11,8.86,11
-364.78,7,3.24,5
-368.37,4,10.96,3
-360.94,11,-0.04,2
-364.32,8,7.48,9
-363.35,9,9.17,11
-355.1,7,11.28,3
-354.93,7,7.15,9
-355.37,7,-0.36,2
-352.59,9,7.22,9
-359.67,2,6.97,9
-369.44,3,10.44,2
-359.94,2,7.11,9
-369.25,3,9.31,11
-360.19,2,3.42,5
-368.75,3,4.11,6
-360.07,2,9.24,11
-369.33,3,2.55,5
-359.26,3,3.23,5
-368.72,3,10.65,3
-360.35,2,11.31,3
-368.75,3,10.26,2
-360.19,2,6.23,8
-369.81,2,-0.46,2
-361.75,10,0.97,3
-357.72,4,3.99,6
-353.67,8,4.51,7
-363.39,9,5.32,7
-355.29,7,9.23,11
-352.1,10,-0.25,2
-355.28,7,-0.34,2
-352.74,9,2.1,4
-360.78,11,0.25,2
-365.51,6,2.96,5
-374.09,8,2.73,5
-371.73,10,2.09,4
-379.52,2,0.25,2
-385.16,7,5.85,8
-394.42,8,2.8,5
-384.68,7,2.09,4
-393.74,8,6.02,8
-385.03,7,10.4,2
-394.84,7,11.8,4
-386.02,6,5.0,7
-390.04,2,5.3,7
-394.66,7,10.26,2
-385.1,7,0.29,2
-395.52,6,11.56,4
-392.04,10,1.53,4
-397.62,4,-0.74,11
-406.87,5,7.55,10
-397.62,4,4.44,6
-407.85,4,5.07,7
-404.17,8,-0.8,11
-412.99,9,0.42,2
-403.87,8,11.98,4
-413.29,9,8.89,11
-403.46,9,1.88,4
-413.31,9,1.48,3
-403.62,8,6.45,8
-413.12,9,2.61,5
-402.67,9,12.06,4
-408.28,4,10.78,3
-406.94,5,12.26,4
-397.22,5,4.69,7
-406.77,5,9.46,11
-396.1,6,2.28,4
-399.2,3,8.78,11
-396.72,5,2.47,4
-404.68,7,8.13,10
-410.77,11,7.27,9
-417.63,4,3.62,6
-419.33,3,5.74,8
-409.74,2,11.32,3
-419.72,2,4.89,7
-410.89,11,11.62,4
-417.13,5,10.22,2
-423.99,8,10.45,2
-425.05,7,3.36,5
-417.54,4,2.25,4
-420.05,2,2.64,5
-411.79,10,2.31,4
-408.73,3,-0.42,2
-412.64,9,9.27,11
-404.18,8,8.84,11
-412.76,9,3.53,6
-403.57,8,6.92,9
-413.96,8,10.21,2
-407.33,5,2.54,5
-399.33,3,5.94,8
-396.39,6,1.55,4
-400.65,11,11.58,4
-390.16,2,3.04,5
-395.26,7,4.03,6
-388.7,3,12.13,4
-381.13,11,1.37,3
-372.59,9,3.05,5
-382.74,9,7.43,9
-377.58,4,8.99,11
-383.69,8,6.85,9
-387.77,4,10.31,2
-378.16,4,4.15,6
-388.06,4,3.21,5
-377.95,4,10.38,2
-385.91,6,4.04,6
-390.41,2,9.35,11
-397.89,4,8.51,11
-407.44,5,4.65,7
-399.68,2,-0.79,11
-392.62,9,5.96,8
-394.23,8,10.86,3
-384.28,8,0.2,2
-393.88,8,9.7,2
-384.44,8,4.09,6
-392.93,9,0.39,2
-390.59,11,1.98,4
-398.77,3,11.05,3
-400.87,11,4.02,6
-391.32,11,6.48,8
-401.12,11,2.38,4
-393.18,9,10.73,3
-389.19,3,6.25,8
-385.82,6,12.18,4
-391.15,11,6.78,9
-400.97,11,8.77,11
-392.03,10,9.78,2
-398.43,4,2.02,4
-403.88,8,6.17,8
-413.69,8,11.67,4
-405.09,7,12.0,4
-407.15,5,10.87,3
-397.65,4,-0.77,11
-407.5,5,0.6,3
-400.37,2,13.21,5
-389.94,2,0.08,2
-392.42,10,9.9,2
-396.08,6,11.99,4
-398.55,3,3.35,5
-402.77,9,-0.23,2
-409.46,3,0.72,3
-418.38,4,7.4,9
-413.47,9,6.88,9
-403.69,8,3.2,5
-412.8,9,8.84,11
-403.1,9,5.08,7
-411.52,10,8.19,10
-411.69,10,9.84,2
-411.1,11,6.88,9
-414.63,7,9.51,2
-414.1,8,8.45,10
-409.02,3,2.67,5
-414.29,8,8.35,10
-410.76,11,1.45,3
-418.49,4,5.99,8
-412.92,9,3.02,5
-403.14,9,2.85,5
-411.6,10,2.34,4
-411.21,11,8.98,11
-415.23,7,3.8,6
-419.37,3,9.63,2
-408.58,3,10.73,3
-410.63,11,0.4,2
-418.84,3,10.31,2
-409.99,2,2.03,4
-420.68,11,7.75,10
-417.75,4,8.81,11
-418.86,3,10.41,2
-410.5,11,1.79,4
-419.76,2,6.86,9
-410.59,11,4.91,7
-417.91,4,9.53,2
-418.26,4,2.73,5
-414.6,7,3.79,6
-413.96,8,11.0,3
-407.52,4,4.62,7
-398.8,3,8.3,10
-401.0,11,2.74,5
-391.67,10,9.01,11
-400.48,2,-0.45,2
-391.49,11,1.67,4
-401.29,11,9.94,2
-394.22,8,11.94,4
-384.3,8,5.6,8
-392.88,9,7.77,10
-390.47,2,4.01,6
-397.62,4,8.55,11
-407.39,5,3.17,5
-398.36,4,-0.08,2
-403.99,8,11.8,4
-413.65,8,2.71,5
-405.21,7,7.8,10
-407.06,5,4.76,7
-397.5,5,11.29,3
-406.7,5,8.46,10
-397.51,4,3.63,6
-407.0,5,10.56,3
-396.5,5,8.72,11
-402.07,10,10.81,3
-401.86,10,12.19,4
-399.5,3,2.41,4
-394.38,8,1.64,4
-384.04,8,0.1,2
-391.32,11,5.46,7
-401.04,11,2.52,5
-392.74,9,9.19,11
-392.8,9,1.58,4
-391.56,10,1.75,4
-401.07,11,5.43,7
-391.64,10,2.96,5
-399.91,2,2.1,4
-391.94,10,9.33,11
-398.74,3,6.9,9
-400.82,11,2.14,4
-390.28,2,1.41,3
-396.77,5,3.89,6
-404.34,8,10.64,3
-411.44,11,8.94,11
-411.84,10,-0.52,11
-409.03,3,4.83,7
-415.37,7,7.61,10
-421.82,10,10.11,2
-429.71,2,3.83,6
-435.95,6,2.53,5
-443.8,8,6.32,8
-435.87,6,11.19,3
-442.78,9,11.66,4
-444.41,8,-0.01,2
-434.83,7,0.72,3
-444.46,8,7.24,9
-434.77,7,4.2,6
-443.94,8,1.53,4
-435.48,7,7.65,10
-445.28,7,2.38,4
-438.3,4,0.6,3
-427.93,4,9.1,11
-434.56,7,7.56,10
-441.95,10,7.98,10
-450.87,11,5.07,7
-440.9,11,6.45,8
-449.64,2,5.3,7
-446.41,6,8.27,10
-450.07,2,3.17,5
-442.46,10,3.76,6
-447.12,5,11.77,4
-455.83,6,3.9,6
-453.08,9,10.28,2
-459.51,2,8.44,10
-467.67,4,12.99,5
-472.39,10,-0.49,2
-480.51,11,-0.19,2
-482.51,9,0.69,3
-473.09,9,7.85,10
-482.02,10,4.86,7
-472.41,10,11.31,3
-481.76,10,12.4,4
-472.57,9,2.95,5
-481.87,10,4.25,6
-472.59,9,11.44,3
-482.09,10,0.79,3
-471.76,10,5.22,7
-475.92,6,10.22,2
-465.7,6,9.61,2
-473.26,9,2.52,5
-481.64,10,7.22,9
-473.82,8,11.86,4
-479.91,2,1.69,4
-486.9,5,1.84,4
-487.67,4,7.16,9
-482.19,10,10.4,2
-472.04,10,9.94,2
-479.8,2,7.12,9
-487.46,5,1.61,4
-482.43,10,8.89,11
-473.01,9,8.18,10
-482.92,9,11.05,3
-475.0,7,10.9,3
-469.11,3,9.37,11
-459.71,2,6.75,9
-467.95,4,7.53,10
-469.63,2,8.95,11
-459.11,3,5.57,8
-463.42,9,3.58,6
-453.86,8,9.23,11
-463.22,9,12.25,4
-453.12,9,4.72,7
-459.58,2,0.09,2
-466.72,5,2.57,5
-476.45,6,11.15,3
-467.07,5,5.39,7
-475.48,7,4.85,7
-466.2,6,11.16,3
-475.8,6,4.05,6
-465.76,6,2.32,4
-472.89,9,10.24,2
-483.54,8,8.58,11
-480.65,11,9.89,2
-481.24,11,11.85,4
-475.88,6,8.33,10
-466.05,6,0.53,3
-473.64,8,8.14,10
-479.89,2,4.26,6
-486.75,5,6.17,8
-488.48,4,8.85,11
-478.32,4,12.04,4
-485.66,6,11.72,4
-495.22,7,2.17,4
-486.38,6,4.46,6
-492.61,9,1.61,4
-497.94,4,7.43,9
-508.33,4,5.68,8
-503.22,9,11.85,4
-508.9,3,6.96,9
-507.62,4,4.28,6
-498.0,4,11.94,4
-507.7,4,5.36,7
-498.3,4,5.9,8
-507.3,5,6.04,8
-496.42,6,7.05,9
-496.83,5,3.32,5
-501.22,11,3.21,5
-492.0,10,4.14,6
-501.2,11,6.25,8
-491.13,11,10.62,3
-499.51,2,5.58,8
-497.92,4,0.28,2
-508.34,4,13.01,5
-502.44,10,12.3,4
-499.31,3,4.02,6
-501.06,11,10.75,3
-491.04,11,5.38,7
-499.45,3,-0.83,11
-499.7,2,2.7,5
-498.64,3,5.16,7
-506.61,5,2.71,5
-499.17,3,11.96,4
-501.81,10,11.61,4
-494.37,8,5.84,8
-485.66,6,8.75,11
-495.42,7,4.14,6
-487.55,4,8.71,11
-481.73,10,6.39,8
-472.27,10,9.76,2
-480.47,2,5.09,7
-481.61,10,0.48,2
-473.39,9,7.68,10
-482.27,10,9.88,2
-471.61,10,6.17,8
-475.31,7,6.99,9
-468.14,4,0.24,2
-467.76,4,10.23,2
-471.81,10,6.07,8
-477.03,5,7.62,10
-472.23,10,5.09,7
-479.97,2,6.0,8
-485.27,7,-0.71,11
-495.22,7,1.41,3
-486.79,5,7.35,9
-487.94,4,8.48,10
-479.22,3,2.07,4
-489.66,2,6.28,8
-485.47,7,5.19,7
-495.15,7,3.99,6
-486.55,5,9.82,2
-490.4,2,1.22,3
-494.69,7,5.13,7
-484.53,7,8.85,11
-491.07,11,2.3,4
-499.51,2,11.12,3
-500.26,2,5.01,7
-492.34,10,8.6,11
-500.09,2,11.47,3
-495.05,7,1.02,3
-484.88,7,0.76,3
-493.65,8,0.23,2
-489.82,2,0.92,3
-487.91,4,4.33,6
-478.79,3,-0.01,2
-488.0,4,1.42,3
-479.32,3,8.25,10
-488.64,3,9.53,2
-477.46,5,2.84,5
-477.3,5,0.81,3
-475.25,7,4.23,6
-466.8,5,1.54,4
-477.2,5,4.73,7
-473.45,9,9.84,2
-481.75,10,8.97,11
-473.05,9,9.71,2
-481.79,10,6.45,8
-473.04,9,1.84,4
-483.32,9,10.27,2
-477.84,4,9.5,2
-481.68,10,8.13,10
-472.68,9,6.54,9
-482.47,10,1.39,3
-473.21,9,7.72,10
-482.04,10,0.09,2
-471.51,10,0.15,2
-474.14,8,6.22,8
-477.38,5,7.4,9
-476.74,5,11.07,3
-470.26,2,7.8,10
-461.87,10,7.86,10
-461.51,10,9.03,11
-464.64,7,6.51,9
-462.55,9,1.85,4
-456.34,6,9.6,2
-449.22,3,1.42,3
-449.88,2,2.62,5
-443.56,8,8.19,10
-438.34,4,11.3,3
-428.2,4,4.15,6
-436.97,5,8.52,11
-433.99,8,1.14,3
-437.82,4,1.93,4
-428.6,3,0.8,3
-438.41,4,5.87,8
-428.74,3,12.3,4
-438.83,3,1.19,3
-430.12,2,4.95,7
-432.66,9,11.67,4
-425.01,7,3.74,6
-417.55,4,9.38,11
-420.6,11,2.2,4
-416.54,5,8.23,10
-425.95,6,8.25,10
-416.06,6,4.68,7
-425.61,6,5.62,8
-414.96,7,0.78,3
-418.01,4,3.41,5
-416.41,6,2.14,4
-426.88,5,8.79,11
-423.09,9,4.84,7
-431.84,10,2.16,4
-422.08,10,0.53,3
-430.86,11,8.45,10
-425.9,6,9.74,2
-416.69,5,10.49,2
-426.04,6,1.81,4
-417.19,5,5.16,7
-424.37,8,11.87,4
-421.65,10,4.03,6
-428.04,4,7.97,10
-435.08,7,8.21,10
-445.1,7,8.66,11
-436.47,6,10.74,3
-437.87,4,5.76,8
-427.85,4,3.7,6
-433.66,8,9.74,2
-434.18,8,8.29,10
-439.4,3,10.86,3
-435.97,6,8.74,11
-443.66,8,8.47,10
-437.53,4,2.01,4
-429.58,2,2.07,4
-435.87,6,6.2,8
-443.05,9,2.19,4
-442.01,10,8.13,10
-451.0,11,11.25,3
-441.04,11,9.84,2
-450.17,2,5.18,7
-442.37,10,6.66,9
-447.76,4,9.64,2
-457.06,5,6.35,8
-447.44,5,10.8,3
-457.79,4,10.32,2
-450.27,2,8.26,10
-441.4,11,9.5,11
-451.14,11,1.6,4
-442.16,10,6.65,9
-449.76,2,5.32,7
-444.19,8,4.96,7
-434.46,8,2.45,4
-442.48,10,10.42,2
-447.72,4,10.59,3
-458.29,4,9.71,2
-454.01,8,2.79,5
-464.29,8,12.49,4
-457.33,5,0.92,3
-447.11,5,6.83,9
-454.62,7,10.45,2
-461.69,10,2.44,4
-462.49,10,2.58,5
-455.82,6,3.53,6
-453.35,9,11.03,3
-462.02,10,6.33,8
-459.97,2,0.96,3
-469.28,3,11.66,4
-460.08,2,3.38,5
-469.28,3,1.86,4
-460.63,11,5.48,7
-470.02,2,5.14,7
-460.17,2,8.77,11
-471.01,11,8.95,11
-468.97,3,5.41,7
-461.33,11,8.6,11
-465.56,6,0.64,3
-470.62,11,2.91,5
-465.19,7,9.72,2
-467.6,4,6.14,8
-472.64,9,4.12,6
-482.36,10,4.36,6
-472.32,10,2.46,4
-480.81,11,3.3,5
-478.91,3,8.03,10
-489.43,3,7.84,10
-483.29,9,0.28,2
-477.48,5,3.69,6
-477.75,4,8.34,10
-480.36,2,8.74,11
-482.97,9,11.99,4
-475.79,6,6.85,9
-465.93,6,3.44,5
-474.36,8,1.17,3
-474.12,8,0.06,2
-476.52,5,0.28,2
-468.01,4,8.22,10
-468.6,3,4.27,6
-464.57,7,3.01,5
-461.58,10,3.3,5
-463.91,8,9.3,11
-455.93,6,5.29,7
-452.7,9,7.24,9
-455.51,6,2.85,5
-455.5,6,5.84,8
-455.92,6,12.61,5
-452.3,10,9.34,11
-450.76,11,3.74,6
-440.43,2,10.27,2
-446.41,6,5.66,8
-449.16,3,7.7,10
-449.34,3,11.24,3
-448.7,3,10.23,2
-454.7,7,9.14,11
-461.87,10,2.75,5
-461.12,11,3.06,5
-466.75,5,5.53,8
-476.45,6,9.98,2
-467.14,5,0.91,3
-475.32,7,9.4,11
-467.32,5,5.56,8
-473.93,8,9.9,2
-477.71,4,7.54,10
-479.67,2,9.41,11
-487.52,4,7.44,9
-481.71,10,3.08,5
-472.62,9,3.79,6
-482.35,10,8.81,11
-472.63,9,9.56,2
-483.64,8,4.17,6
-482.47,10,8.28,10
-472.55,9,1.47,3
-481.96,10,6.3,8
-472.87,9,1.15,3
-482.55,9,6.66,9
-472.92,9,0.62,3
-482.2,10,2.87,5
-472.59,9,7.69,10
-482.48,10,10.57,3
-473.08,9,12.09,4
-483.14,9,2.12,4
-476.91,5,8.07,10
-471.06,11,6.17,8
-469.2,3,11.0,3
-461.1,11,12.4,4
-467.63,4,11.42,3
-471.72,10,5.0,7
-476.93,5,12.74,5
-471.34,11,12.14,4
-471.57,10,5.84,8
-474.72,7,6.77,9
-471.56,10,9.61,2
-475.0,7,2.21,4
-468.61,3,-0.3,2
-463.53,8,1.09,3
-453.94,8,11.09,3
-463.84,8,4.12,6
-454.78,7,0.63,3
-461.52,10,7.8,10
-463.81,8,12.05,4
-454.9,7,0.36,2
-460.78,11,8.67,11
-469.01,3,4.51,7
-460.42,2,0.81,3
-470.76,11,7.12,9
-466.3,6,3.09,5
-475.93,6,7.58,10
-466.84,5,-0.64,11
-476.77,5,1.91,4
-470.58,11,1.14,3
-463.55,8,10.64,3
-453.55,8,3.79,6
-463.06,9,12.54,5
-453.78,8,-0.47,2
-463.08,9,12.14,4
-454.01,8,0.29,2
-463.85,8,10.15,2
-454.64,7,8.24,10
-462.24,10,12.19,4
-457.89,4,2.18,4
-450.63,11,4.98,7
-440.63,11,5.3,7
-447.89,4,1.12,3
-457.37,5,4.6,7
-447.61,4,10.0,2
-457.98,4,0.4,2
-451.57,10,7.05,9
-443.87,8,1.63,4
-435.94,6,9.52,2
-443.05,9,10.32,2
-442.7,9,10.29,2
-444.97,7,0.18,2
-436.6,5,10.38,2
-437.24,5,5.57,8
-432.57,9,11.06,3
-424.73,7,4.56,7
-419.9,2,10.75,3
-411.53,10,9.63,2
-411.97,10,9.06,11
-408.24,4,7.2,9
-406.48,6,-0.05,2
-397.91,4,1.33,3
-406.75,5,0.66,3
-396.46,6,0.54,3
-402.57,9,4.93,7
-406.3,6,9.98,2
-396.78,5,5.52,8
-405.88,6,3.15,5
-399.6,2,3.58,6
-392.66,9,11.74,4
-393.5,8,2.56,5
-386.55,5,1.7,4
-385.62,6,0.69,3
-392.04,10,3.46,5
-398.5,4,6.69,9
-402.72,9,10.02,2
-408.64,3,8.76,11
-410.94,11,3.48,5
-417.88,4,2.65,5
-417.95,4,3.9,6
-417.16,5,11.2,3
-423.45,9,2.09,4
-430.4,2,10.81,3
-430.3,2,6.09,8
-431.44,11,4.45,6
-421.73,10,4.76,7
-428.17,4,2.01,4
-436.32,6,2.61,5
-438.81,3,5.79,8
-430.73,11,4.84,7
-427.67,4,2.64,5
-431.86,10,5.8,8
-422.28,10,1.27,3
-433.13,9,6.49,8
-428.86,3,9.04,11
-438.37,4,6.76,9
-428.4,4,7.11,9
-437.75,4,12.07,4
-428.87,3,1.07,3
-438.79,3,2.45,4
-429.15,3,7.95,10
-439.2,3,10.34,2
-432.37,10,4.89,7
-422.84,9,-1.06,11
-432.53,9,4.98,7
-425.09,7,4.74,7
-416.83,5,11.15,3
-425.53,6,6.7,9
-416.51,5,12.82,5
-426.51,5,10.01,2
-418.86,3,5.96,8
-410.27,2,-0.32,2
-419.89,2,9.79,2
-411.35,11,4.44,6
-413.51,8,5.4,7
-404.82,7,3.0,5
-408.73,3,7.83,10
-410.86,11,4.66,7
-417.41,5,2.21,4
-421.89,10,0.54,3
-429.59,2,9.44,11
-437.29,5,6.98,9
-432.1,10,12.72,5
-423.21,9,4.86,7
-430.36,2,1.96,4
-430.85,11,10.98,3
-426.56,5,10.27,2
-420.15,2,6.62,9
-412.53,9,10.29,2
-404.62,7,2.65,5
-410.38,2,11.69,4
-419.94,2,8.76,11
-411.63,10,3.9,6
-411.07,11,5.96,8
-415.76,6,6.41,8
-424.57,7,11.21,3
-420.79,11,6.96,9
-419.79,2,10.48,2
-409.55,2,6.3,8
-418.16,4,7.15,9
-415.68,6,0.3,2
-424.86,7,0.76,3
-417.76,4,7.89,10
-418.75,3,3.95,6
-410.92,11,11.15,3
-416.88,5,11.25,3
-424.89,7,3.03,5
-417.62,4,9.77,2
-421.72,10,11.95,4
-427.75,4,4.43,6
-432.52,9,1.95,4
-424.56,7,6.43,8
-420.29,2,4.58,7
-413.51,8,2.15,4
-404.68,7,1.13,3
-410.02,2,11.65,4
-419.89,2,7.85,10
-411.38,11,5.99,8
-413.19,9,5.18,7
-404.22,8,-0.11,2
-413.7,8,10.02,2
-405.46,7,4.6,7
-403.54,8,6.14,8
-413.83,8,10.86,3
-406.08,6,1.2,3
-398.96,3,11.3,3
-399.01,3,0.76,3
-399.47,3,11.85,4
-395.01,7,3.47,5
-387.8,4,11.18,3
-378.5,3,10.51,3
-389.31,3,11.15,3
-387.31,5,1.32,3
-380.39,2,11.15,3
-377.56,4,8.88,11
-382.81,9,2.02,4
-378.42,4,0.04,2
-388.3,4,7.05,9
-378.76,3,6.56,9
-388.51,3,2.76,5
-379.29,3,2.0,4
-386.02,6,3.87,6
-389.85,2,11.67,4
-392.91,9,2.34,4
-391.11,11,-0.18,2
-400.77,11,7.29,9
-391.19,11,-0.24,2
-399.89,2,0.68,3
-393.28,9,3.2,5
-388.13,4,3.6,6
-377.04,5,-0.43,2
-377.89,4,7.69,10
-386.16,6,9.4,11
-389.0,3,12.31,4
-383.35,9,7.89,10
-383.83,8,5.56,8
-389.25,3,4.78,7
-385.7,6,3.19,5
-392.46,10,8.85,11
-394.67,7,5.89,8
-386.62,5,10.83,3
-384.73,7,8.54,11
-394.84,7,10.14,2
-385.92,6,4.08,6
-390.57,11,10.57,3
-399.99,2,3.86,6
-390.94,11,5.08,7
-400.92,11,1.46,3
-390.49,2,0.11,2
-398.09,4,2.17,4
-405.78,6,5.37,7
-400.69,11,5.94,8
-391.42,11,7.54,10
-401.06,11,10.75,3
-392.75,9,9.31,11
-391.49,11,9.67,2
-400.53,11,11.03,3
-389.86,2,4.5,6
-392.82,9,7.28,9
-391.14,11,8.18,10
-400.86,11,6.1,8
-392.15,10,1.18,3
-397.25,5,10.11,2
-406.93,5,1.47,3
-397.86,4,0.58,3
-406.41,6,2.35,4
-396.72,5,7.39,9
-405.05,7,12.1,4
-407.76,4,8.05,10
-401.61,10,3.91,6
-396.62,5,1.6,4
-403.71,8,11.61,4
-414.11,8,11.08,3
-408.99,3,4.76,7
-415.45,7,11.28,3
-421.57,10,7.13,9
-427.94,4,12.38,4
-433.14,9,0.84,3
-428.85,3,5.63,8
-439.01,3,8.76,11
-431.11,11,5.56,8
-424.83,7,5.96,8
-417.71,4,12.03,4
-418.97,3,8.24,10
-409.87,2,9.49,11
-419.58,2,9.85,2
-410.23,2,7.38,9
-420.07,2,10.46,2
-411.8,10,2.59,5
-409.88,2,5.9,8
-420.25,2,0.65,3
-413.75,8,0.19,2
-406.0,6,11.27,3
-399.13,3,7.05,9
-397.37,5,2.1,4
-407.31,5,4.97,7
-398.31,4,10.55,3
-404.6,7,8.22,10
-411.26,11,12.1,4
-413.92,8,3.61,6
-405.87,6,2.0,4
-399.61,2,10.68,3
-393.77,8,9.0,11
-384.33,8,-0.52,11
-393.04,9,5.49,7
-390.24,2,11.34,3
-396.1,6,11.68,4
-398.37,4,0.76,3
-403.45,9,12.38,4
-413.39,9,7.04,9
-403.38,9,8.34,10
-412.84,9,8.94,11
-401.89,10,10.25,2
-399.63,2,12.04,4
-393.37,9,2.21,4
-387.12,5,4.39,6
-380.41,2,3.98,6
-377.25,5,3.12,5
-378.85,3,0.36,2
-387.31,5,2.79,5
-380.14,2,5.12,7
-380.29,2,11.44,3
-378.59,3,2.19,4
-389.15,3,9.34,11
-384.97,7,9.01,11
-395.56,6,9.52,2
-392.72,9,3.38,5
-392.95,9,1.9,4
-391.11,11,10.44,2
-401.21,11,6.19,8
-393.86,8,11.16,3
-384.5,8,7.76,10
-393.75,8,4.26,6
-385.32,7,1.91,4
-394.95,7,4.67,7
-387.24,5,12.51,5
-379.2,3,4.1,6
-386.7,5,12.76,5
-383.78,8,3.06,5
-387.83,4,12.25,4
-377.89,4,0.04,2
-385.48,7,9.79,2
-393.49,9,0.96,3
-386.57,5,3.45,5
-385.05,7,7.84,10
-394.39,8,8.18,10
-384.62,7,12.13,4
-394.19,8,5.22,7
-384.09,8,2.58,5
-391.15,11,2.88,5
-400.57,11,10.09,2
-390.69,11,9.18,11
-399.64,2,12.24,4
-393.32,9,10.55,3
-387.26,5,2.75,5
-380.21,2,9.31,11
-379.65,2,6.61,9
-383.98,8,4.63,7
-390.87,11,6.85,9
-400.91,11,6.32,8
-391.72,10,3.78,6
-399.72,2,6.97,9
-394.24,8,7.56,10
-385.27,7,-0.5,2
-394.8,7,9.32,11
-386.7,5,4.16,6
-384.58,7,3.68,6
-394.08,8,11.88,4
-384.59,7,6.03,8
-393.38,9,7.53,10
-387.06,5,7.48,9
-381.52,10,4.05,6
-371.2,11,11.25,3
-375.92,6,10.17,2
-366.88,5,7.76,10
-373.03,9,7.42,9
-380.56,11,4.28,6
-375.96,6,7.98,10
-368.08,4,5.64,8
-363.2,9,9.24,11
-353.17,9,10.48,2
-362.59,9,7.74,10
-353.46,9,2.15,4
-362.72,9,2.94,5
-351.66,10,11.0,3
-349.76,2,4.29,6
-341.12,11,3.26,5
-350.5,2,8.92,11
-341.46,11,4.78,7
-349.81,2,8.62,11
-340.15,2,4.61,7
-348.11,4,5.64,8
-354.18,8,2.68,5
-360.87,11,1.44,3
-365.22,7,2.89,5
-371.95,10,9.87,2
-380.52,11,7.88,10
-376.9,5,3.48,5
-375.1,7,7.63,10
-365.13,7,7.26,9
-371.95,10,2.4,4
-381.17,11,0.37,2
-372.16,10,7.8,10
-381.73,10,3.62,6
-372.94,9,2.98,5
-381.23,11,3.6,6
-372.33,10,0.79,3
-381.72,10,5.66,8
-371.93,10,8.68,11
-381.66,10,-0.13,2
-371.99,10,8.25,10
-381.71,10,3.25,5
-372.46,10,8.67,11
-383.04,9,0.38,2
-381.02,11,5.87,8
-373.88,8,8.9,11
-373.75,8,9.0,11
-374.85,7,3.69,6
-366.46,6,3.13,5
-375.72,6,8.8,11
-366.05,6,1.74,4
-376.23,6,3.19,5
-368.61,3,2.73,5
-359.77,2,10.54,3
-370.03,2,5.52,8
